[22:08:12] === bulk seed generation starting (target=6000, workers=4, batch=5) ===
[22:08:12] existing accepted seeds: 0 | {}
[22:08:12] prepared 1200 batches across categories
[22:09:05]   +5 [partial_knowledge] ; total=5 ; rate=6/min ; 1/1200 batches
[07:39:43]   +5 [partial_knowledge] ; total=2655 ; rate=25/min ; 531/9991 batches
[07:39:46]   +5 [partial_knowledge] ; total=2660 ; rate=25/min ; 532/9991 batches
[07:39:49]   +5 [partial_knowledge] ; total=2665 ; rate=25/min ; 533/9991 batches
[07:39:55]   +5 [partial_knowledge] ; total=2670 ; rate=25/min ; 534/9991 batches
[07:40:28]   +5 [partial_knowledge] ; total=2675 ; rate=25/min ; 535/9991 batches
[07:40:38]   +5 [partial_knowledge] ; total=2680 ; rate=25/min ; 536/9991 batches
[07:40:39]   +5 [partial_knowledge] ; total=2685 ; rate=25/min ; 537/9991 batches
[07:40:40]   +5 [partial_knowledge] ; total=2690 ; rate=25/min ; 538/9991 batches
[07:41:16]   +5 [partial_knowledge] ; total=2695 ; rate=25/min ; 539/9991 batches
[07:41:23]   +5 [partial_knowledge] ; total=2700 ; rate=25/min ; 540/9991 batches
[07:41:29]   +5 [partial_knowledge] ; total=2705 ; rate=25/min ; 541/9991 batches
[07:41:31]   +5 [partial_knowledge] ; total=2710 ; rate=25/min ; 542/9991 batches
[07:42:08]   +5 [partial_knowledge] ; total=2715 ; rate=25/min ; 543/9991 batches
[07:42:13]   +5 [partial_knowledge] ; total=2720 ; rate=25/min ; 544/9991 batches
[07:42:17]   +5 [partial_knowledge] ; total=2725 ; rate=25/min ; 545/9991 batches
[07:42:19]   +5 [partial_knowledge] ; total=2730 ; rate=25/min ; 546/9991 batches
[07:42:55]   +5 [partial_knowledge] ; total=2735 ; rate=25/min ; 547/9991 batches
[07:42:58]   +5 [partial_knowledge] ; total=2740 ; rate=25/min ; 548/9991 batches
[07:42:58]   +5 [partial_knowledge] ; total=2745 ; rate=25/min ; 549/9991 batches
[07:43:06]   +5 [partial_knowledge] ; total=2750 ; rate=25/min ; 550/9991 batches
[07:43:42]   +5 [partial_knowledge] ; total=2755 ; rate=25/min ; 551/9991 batches
[07:43:44]   +5 [partial_knowledge] ; total=2760 ; rate=25/min ; 552/9991 batches
[07:43:50]   +5 [partial_knowledge] ; total=2765 ; rate=25/min ; 553/9991 batches
[07:44:04]   +5 [partial_knowledge] ; total=2770 ; rate=25/min ; 554/9991 batches
[07:44:25]   +5 [partial_knowledge] ; total=2775 ; rate=25/min ; 555/9991 batches
[07:44:33]   +5 [partial_knowledge] ; total=2780 ; rate=25/min ; 556/9991 batches
[07:44:37]   +5 [partial_knowledge] ; total=2785 ; rate=25/min ; 557/9991 batches
[07:44:50]   +5 [partial_knowledge] ; total=2790 ; rate=25/min ; 558/9991 batches
[07:45:08]   +5 [partial_knowledge] ; total=2795 ; rate=25/min ; 559/9991 batches
[07:45:28]   +5 [partial_knowledge] ; total=2800 ; rate=25/min ; 560/9991 batches
[07:45:29]   +5 [partial_knowledge] ; total=2805 ; rate=25/min ; 561/9991 batches
[07:45:40]   +5 [partial_knowledge] ; total=2810 ; rate=25/min ; 562/9991 batches
[07:45:53]   +5 [partial_knowledge] ; total=2815 ; rate=25/min ; 563/9991 batches
[07:46:08]   +5 [partial_knowledge] ; total=2820 ; rate=25/min ; 564/9991 batches
[07:46:17]   +5 [partial_knowledge] ; total=2825 ; rate=25/min ; 565/9991 batches
[07:46:25]   +5 [partial_knowledge] ; total=2830 ; rate=25/min ; 566/9991 batches
[07:46:40]   +5 [partial_knowledge] ; total=2835 ; rate=25/min ; 567/9991 batches
[07:46:51]   +5 [partial_knowledge] ; total=2840 ; rate=25/min ; 568/9991 batches
[07:47:10]   +5 [partial_knowledge] ; total=2845 ; rate=25/min ; 569/9991 batches
[07:47:11]   +5 [partial_knowledge] ; total=2850 ; rate=25/min ; 570/9991 batches
[07:47:25]   +5 [partial_knowledge] ; total=2855 ; rate=25/min ; 571/9991 batches
[07:47:42]   +5 [partial_knowledge] ; total=2860 ; rate=25/min ; 572/9991 batches
[07:47:58]   +5 [partial_knowledge] ; total=2865 ; rate=25/min ; 573/9991 batches
[07:48:07]   +5 [partial_knowledge] ; total=2870 ; rate=25/min ; 574/9991 batches
[07:48:09]   +5 [partial_knowledge] ; total=2875 ; rate=25/min ; 575/9991 batches
[07:48:27]   +5 [partial_knowledge] ; total=2880 ; rate=25/min ; 576/9991 batches
[07:48:49]   +5 [partial_knowledge] ; total=2885 ; rate=25/min ; 577/9991 batches
[07:48:54]   +5 [partial_knowledge] ; total=2890 ; rate=25/min ; 578/9991 batches
[07:48:58]   +5 [partial_knowledge] ; total=2895 ; rate=25/min ; 579/9991 batches
[07:49:13]   +5 [partial_knowledge] ; total=2900 ; rate=25/min ; 580/9991 batches
[07:49:35]   +5 [partial_knowledge] ; total=2905 ; rate=25/min ; 581/9991 batches
[07:49:41]   +5 [partial_knowledge] ; total=2910 ; rate=25/min ; 582/9991 batches
[07:49:43]   +5 [partial_knowledge] ; total=2915 ; rate=25/min ; 583/9991 batches
[07:50:02]   +5 [partial_knowledge] ; total=2920 ; rate=25/min ; 584/9991 batches
[07:50:21]   +5 [partial_knowledge] ; total=2925 ; rate=25/min ; 585/9991 batches
[07:50:27]   +5 [partial_knowledge] ; total=2930 ; rate=25/min ; 586/9991 batches
[07:50:31]   +5 [partial_knowledge] ; total=2935 ; rate=25/min ; 587/9991 batches
[07:50:46]   +5 [partial_knowledge] ; total=2940 ; rate=25/min ; 588/9991 batches
[07:51:08]   +5 [partial_knowledge] ; total=2945 ; rate=25/min ; 589/9991 batches
[07:51:16]   +5 [partial_knowledge] ; total=2950 ; rate=25/min ; 590/9991 batches
[07:51:20]   +5 [partial_knowledge] ; total=2955 ; rate=25/min ; 591/9991 batches
[07:51:32]   +5 [partial_knowledge] ; total=2960 ; rate=25/min ; 592/9991 batches
[07:51:56]   +5 [partial_knowledge] ; total=2965 ; rate=25/min ; 593/9991 batches
[07:52:02]   +5 [partial_knowledge] ; total=2970 ; rate=25/min ; 594/9991 batches
[07:52:04]   +5 [partial_knowledge] ; total=2975 ; rate=25/min ; 595/9991 batches
[07:52:13]   +5 [partial_knowledge] ; total=2980 ; rate=25/min ; 596/9991 batches
[07:52:47]   +5 [partial_knowledge] ; total=2985 ; rate=25/min ; 597/9991 batches
[07:52:48]   +5 [partial_knowledge] ; total=2990 ; rate=25/min ; 598/9991 batches
[07:52:52]   +5 [partial_knowledge] ; total=2995 ; rate=25/min ; 599/9991 batches
[07:52:55]   +5 [partial_knowledge] ; total=3000 ; rate=25/min ; 600/9991 batches
[07:53:32]   +5 [partial_knowledge] ; total=3005 ; rate=25/min ; 601/9991 batches
[07:53:36]   +5 [partial_knowledge] ; total=3010 ; rate=25/min ; 602/9991 batches
[07:53:36]   +5 [partial_knowledge] ; total=3015 ; rate=25/min ; 603/9991 batches
[07:53:39]   +5 [partial_knowledge] ; total=3020 ; rate=25/min ; 604/9991 batches
[07:54:18]   +5 [partial_knowledge] ; total=3025 ; rate=25/min ; 605/9991 batches
[07:54:19]   +5 [partial_knowledge] ; total=3030 ; rate=25/min ; 606/9991 batches
[07:54:21]   +5 [partial_knowledge] ; total=3035 ; rate=25/min ; 607/9991 batches
[07:54:26]   +5 [partial_knowledge] ; total=3040 ; rate=25/min ; 608/9991 batches
[07:55:03]   +5 [partial_knowledge] ; total=3045 ; rate=25/min ; 609/9991 batches
[07:55:04]   +5 [partial_knowledge] ; total=3050 ; rate=25/min ; 610/9991 batches
[07:55:10]   +5 [partial_knowledge] ; total=3055 ; rate=25/min ; 611/9991 batches
[07:55:18]   +5 [partial_knowledge] ; total=3060 ; rate=25/min ; 612/9991 batches
[07:55:49]   +5 [partial_knowledge] ; total=3065 ; rate=25/min ; 613/9991 batches
[07:55:51]   +5 [partial_knowledge] ; total=3070 ; rate=25/min ; 614/9991 batches
[07:55:57]   +5 [partial_knowledge] ; total=3075 ; rate=25/min ; 615/9991 batches
[07:56:03]   +5 [partial_knowledge] ; total=3080 ; rate=25/min ; 616/9991 batches
[07:56:31]   +5 [partial_knowledge] ; total=3085 ; rate=25/min ; 617/9991 batches
[07:56:37]   +5 [partial_knowledge] ; total=3090 ; rate=25/min ; 618/9991 batches
[07:56:46]   +5 [partial_knowledge] ; total=3095 ; rate=25/min ; 619/9991 batches
[07:56:50]   +5 [partial_knowledge] ; total=3100 ; rate=25/min ; 620/9991 batches
[07:57:17]   +5 [partial_knowledge] ; total=3105 ; rate=25/min ; 621/9991 batches
[07:57:26]   +5 [partial_knowledge] ; total=3110 ; rate=25/min ; 622/9991 batches
[07:57:31]   +5 [partial_knowledge] ; total=3115 ; rate=25/min ; 623/9991 batches
[07:57:40]   +5 [partial_knowledge] ; total=3120 ; rate=25/min ; 624/9991 batches
[07:58:11]   +5 [partial_knowledge] ; total=3125 ; rate=25/min ; 625/9991 batches
[07:58:19]   +5 [partial_knowledge] ; total=3130 ; rate=25/min ; 626/9991 batches
[07:58:22]   +5 [partial_knowledge] ; total=3135 ; rate=25/min ; 627/9991 batches
[07:58:34]   +5 [partial_knowledge] ; total=3140 ; rate=25/min ; 628/9991 batches
[07:58:56]   +5 [partial_knowledge] ; total=3145 ; rate=25/min ; 629/9991 batches
[07:59:04]   +5 [partial_knowledge] ; total=3150 ; rate=25/min ; 630/9991 batches
[07:59:10]   +5 [partial_knowledge] ; total=3155 ; rate=25/min ; 631/9991 batches
[07:59:27]   +5 [partial_knowledge] ; total=3160 ; rate=25/min ; 632/9991 batches
[07:59:44]   +5 [partial_knowledge] ; total=3165 ; rate=25/min ; 633/9991 batches
[07:59:45]   +5 [partial_knowledge] ; total=3170 ; rate=25/min ; 634/9991 batches
[08:00:02]   +5 [partial_knowledge] ; total=3175 ; rate=25/min ; 635/9991 batches
[08:00:13]   +5 [partial_knowledge] ; total=3180 ; rate=25/min ; 636/9991 batches
[08:00:27]   +5 [partial_knowledge] ; total=3185 ; rate=25/min ; 637/9991 batches
[08:00:29]   +5 [partial_knowledge] ; total=3190 ; rate=25/min ; 638/9991 batches
[08:00:57]   +5 [partial_knowledge] ; total=3195 ; rate=25/min ; 639/9991 batches
[08:01:02]   +5 [partial_knowledge] ; total=3200 ; rate=25/min ; 640/9991 batches
[08:01:15]   +5 [partial_knowledge] ; total=3205 ; rate=25/min ; 641/9991 batches
[08:01:18]   +5 [partial_knowledge] ; total=3210 ; rate=25/min ; 642/9991 batches
[08:01:48]   +5 [partial_knowledge] ; total=3215 ; rate=25/min ; 643/9991 batches
[08:01:50]   +5 [partial_knowledge] ; total=3220 ; rate=25/min ; 644/9991 batches
[08:02:07]   +5 [partial_knowledge] ; total=3225 ; rate=25/min ; 645/9991 batches
[08:02:09]   +5 [partial_knowledge] ; total=3230 ; rate=25/min ; 646/9991 batches
[08:02:38]   +5 [partial_knowledge] ; total=3235 ; rate=25/min ; 647/9991 batches
[08:02:39]   +5 [partial_knowledge] ; total=3240 ; rate=25/min ; 648/9991 batches
[08:02:56]   +5 [partial_knowledge] ; total=3245 ; rate=25/min ; 649/9991 batches
[08:02:58]   +5 [partial_knowledge] ; total=3250 ; rate=25/min ; 650/9991 batches
[08:03:29]   +5 [partial_knowledge] ; total=3255 ; rate=25/min ; 651/9991 batches
[08:03:32]   +5 [partial_knowledge] ; total=3260 ; rate=25/min ; 652/9991 batches
[08:03:39]   +5 [partial_knowledge] ; total=3265 ; rate=25/min ; 653/9991 batches
[08:03:47]   +5 [partial_knowledge] ; total=3270 ; rate=25/min ; 654/9991 batches
[08:04:13]   +5 [partial_knowledge] ; total=3275 ; rate=25/min ; 655/9991 batches
[08:04:21]   +5 [partial_knowledge] ; total=3280 ; rate=25/min ; 656/9991 batches
[08:04:26]   +5 [partial_knowledge] ; total=3285 ; rate=25/min ; 657/9991 batches
[08:04:35]   +5 [partial_knowledge] ; total=3290 ; rate=25/min ; 658/9991 batches
[08:04:58]   +5 [partial_knowledge] ; total=3295 ; rate=25/min ; 659/9991 batches
[08:04:58]   +5 [partial_knowledge] ; total=3300 ; rate=25/min ; 660/9991 batches
[08:05:17]   +5 [partial_knowledge] ; total=3305 ; rate=25/min ; 661/9991 batches
[08:05:31]   +5 [partial_knowledge] ; total=3310 ; rate=25/min ; 662/9991 batches
[08:05:42]   +5 [partial_knowledge] ; total=3315 ; rate=25/min ; 663/9991 batches
[08:05:54]   +5 [partial_knowledge] ; total=3320 ; rate=25/min ; 664/9991 batches
[08:06:03]   +5 [partial_knowledge] ; total=3325 ; rate=25/min ; 665/9991 batches
[08:06:19]   +5 [partial_knowledge] ; total=3330 ; rate=25/min ; 666/9991 batches
[08:06:29]   +5 [partial_knowledge] ; total=3335 ; rate=25/min ; 667/9991 batches
[08:06:43]   +5 [partial_knowledge] ; total=3340 ; rate=25/min ; 668/9991 batches
[08:06:51]   +5 [partial_knowledge] ; total=3345 ; rate=25/min ; 669/9991 batches
[08:07:05]   +5 [partial_knowledge] ; total=3350 ; rate=25/min ; 670/9991 batches
[08:07:20]   +5 [partial_knowledge] ; total=3355 ; rate=25/min ; 671/9991 batches
[08:07:40]   +5 [partial_knowledge] ; total=3360 ; rate=25/min ; 672/9991 batches
[08:07:41]   +5 [partial_knowledge] ; total=3365 ; rate=25/min ; 673/9991 batches
[08:07:48]   +5 [partial_knowledge] ; total=3370 ; rate=25/min ; 674/9991 batches
[08:08:07]   +5 [partial_knowledge] ; total=3375 ; rate=25/min ; 675/9991 batches
[08:08:22]   +5 [partial_knowledge] ; total=3380 ; rate=25/min ; 676/9991 batches
[08:08:34]   +5 [partial_knowledge] ; total=3385 ; rate=25/min ; 677/9991 batches
[08:08:39]   +5 [partial_knowledge] ; total=3390 ; rate=25/min ; 678/9991 batches
[08:08:55]   +5 [partial_knowledge] ; total=3395 ; rate=25/min ; 679/9991 batches
[08:09:08]   +5 [partial_knowledge] ; total=3400 ; rate=25/min ; 680/9991 batches
[08:09:24]   +5 [partial_knowledge] ; total=3405 ; rate=25/min ; 681/9991 batches
[08:09:27]   +5 [partial_knowledge] ; total=3410 ; rate=25/min ; 682/9991 batches
[08:09:37]   +5 [partial_knowledge] ; total=3415 ; rate=25/min ; 683/9991 batches
[08:10:03]   +5 [partial_knowledge] ; total=3420 ; rate=25/min ; 684/9991 batches
[08:10:08]   +5 [partial_knowledge] ; total=3425 ; rate=25/min ; 685/9991 batches
[08:10:09]   +5 [partial_knowledge] ; total=3430 ; rate=25/min ; 686/9991 batches
[08:10:22]   +5 [partial_knowledge] ; total=3435 ; rate=25/min ; 687/9991 batches
[08:10:48]   +5 [partial_knowledge] ; total=3440 ; rate=25/min ; 688/9991 batches
[08:10:54]   +5 [partial_knowledge] ; total=3445 ; rate=25/min ; 689/9991 batches
[08:10:55]   +5 [partial_knowledge] ; total=3450 ; rate=25/min ; 690/9991 batches
[08:11:07]   +5 [partial_knowledge] ; total=3455 ; rate=25/min ; 691/9991 batches
[08:11:36]   +5 [partial_knowledge] ; total=3460 ; rate=25/min ; 692/9991 batches
[08:11:39]   +5 [partial_knowledge] ; total=3465 ; rate=25/min ; 693/9991 batches
[08:11:46]   +5 [partial_knowledge] ; total=3470 ; rate=25/min ; 694/9991 batches
[08:11:51]   +5 [partial_knowledge] ; total=3475 ; rate=25/min ; 695/9991 batches
[08:12:27]   +5 [partial_knowledge] ; total=3480 ; rate=25/min ; 696/9991 batches
[08:12:32]   +5 [partial_knowledge] ; total=3485 ; rate=25/min ; 697/9991 batches
[08:12:33]   +5 [partial_knowledge] ; total=3490 ; rate=25/min ; 698/9991 batches
[08:12:40]   +5 [partial_knowledge] ; total=3495 ; rate=25/min ; 699/9991 batches
[08:13:14]   +5 [partial_knowledge] ; total=3500 ; rate=25/min ; 700/9991 batches
[08:13:18]   +5 [partial_knowledge] ; total=3505 ; rate=25/min ; 701/9991 batches
[08:13:19]   +5 [partial_knowledge] ; total=3510 ; rate=25/min ; 702/9991 batches
[08:13:29]   +5 [partial_knowledge] ; total=3515 ; rate=25/min ; 703/9991 batches
[08:13:56]   +5 [partial_knowledge] ; total=3520 ; rate=25/min ; 704/9991 batches
[08:14:00]   +5 [partial_knowledge] ; total=3525 ; rate=25/min ; 705/9991 batches
[08:14:05]   +5 [partial_knowledge] ; total=3530 ; rate=25/min ; 706/9991 batches
[08:14:21]   +5 [partial_knowledge] ; total=3535 ; rate=25/min ; 707/9991 batches
[08:14:44]   +5 [partial_knowledge] ; total=3540 ; rate=25/min ; 708/9991 batches
[08:14:45]   +5 [partial_knowledge] ; total=3545 ; rate=25/min ; 709/9991 batches
[08:14:56]   +5 [partial_knowledge] ; total=3550 ; rate=25/min ; 710/9991 batches
[08:15:06]   +5 [partial_knowledge] ; total=3555 ; rate=25/min ; 711/9991 batches
[08:15:31]   +5 [partial_knowledge] ; total=3560 ; rate=25/min ; 712/9991 batches
[08:15:36]   +5 [partial_knowledge] ; total=3565 ; rate=25/min ; 713/9991 batches
[08:15:42]   +5 [partial_knowledge] ; total=3570 ; rate=25/min ; 714/9991 batches
[08:15:49]   +5 [partial_knowledge] ; total=3575 ; rate=25/min ; 715/9991 batches
[08:16:16]   +5 [partial_knowledge] ; total=3580 ; rate=25/min ; 716/9991 batches
[08:16:19]   +5 [partial_knowledge] ; total=3585 ; rate=25/min ; 717/9991 batches
[08:16:35]   +5 [partial_knowledge] ; total=3590 ; rate=25/min ; 718/9991 batches
[08:16:37]   +5 [partial_knowledge] ; total=3595 ; rate=25/min ; 719/9991 batches
[08:17:04]   +5 [partial_knowledge] ; total=3600 ; rate=25/min ; 720/9991 batches
[08:17:07]   +5 [partial_knowledge] ; total=3605 ; rate=25/min ; 721/9991 batches
[08:17:19]   +5 [partial_knowledge] ; total=3610 ; rate=25/min ; 722/9991 batches
[08:17:34]   +5 [partial_knowledge] ; total=3615 ; rate=25/min ; 723/9991 batches
[08:17:50]   +5 [partial_knowledge] ; total=3620 ; rate=25/min ; 724/9991 batches
[08:17:55]   +5 [partial_knowledge] ; total=3625 ; rate=25/min ; 725/9991 batches
[08:18:10]   +5 [partial_knowledge] ; total=3630 ; rate=25/min ; 726/9991 batches
[08:18:23]   +5 [partial_knowledge] ; total=3635 ; rate=25/min ; 727/9991 batches
[08:18:32]   +5 [partial_knowledge] ; total=3640 ; rate=25/min ; 728/9991 batches
[08:18:42]   +5 [partial_knowledge] ; total=3645 ; rate=25/min ; 729/9991 batches
[08:18:54]   +5 [partial_knowledge] ; total=3650 ; rate=25/min ; 730/9991 batches
[08:19:08]   +5 [partial_knowledge] ; total=3655 ; rate=25/min ; 731/9991 batches
[08:19:19]   +5 [partial_knowledge] ; total=3660 ; rate=25/min ; 732/9991 batches
[08:19:34]   +5 [partial_knowledge] ; total=3665 ; rate=25/min ; 733/9991 batches
[08:19:42]   +5 [partial_knowledge] ; total=3670 ; rate=25/min ; 734/9991 batches
[08:19:52]   +5 [partial_knowledge] ; total=3675 ; rate=25/min ; 735/9991 batches
[08:20:05]   +5 [partial_knowledge] ; total=3680 ; rate=25/min ; 736/9991 batches
[08:20:20]   +5 [partial_knowledge] ; total=3685 ; rate=25/min ; 737/9991 batches
[08:20:25]   +5 [partial_knowledge] ; total=3690 ; rate=25/min ; 738/9991 batches
[08:20:42]   +5 [partial_knowledge] ; total=3695 ; rate=25/min ; 739/9991 batches
[08:20:49]   +5 [partial_knowledge] ; total=3700 ; rate=25/min ; 740/9991 batches
[08:21:07]   +5 [partial_knowledge] ; total=3705 ; rate=25/min ; 741/9991 batches
[08:21:15]   +5 [partial_knowledge] ; total=3710 ; rate=25/min ; 742/9991 batches
[08:21:22]   +5 [partial_knowledge] ; total=3715 ; rate=25/min ; 743/9991 batches
[08:21:39]   +5 [partial_knowledge] ; total=3720 ; rate=25/min ; 744/9991 batches
[08:21:56]   +5 [partial_knowledge] ; total=3725 ; rate=25/min ; 745/9991 batches
[08:22:02]   +5 [partial_knowledge] ; total=3730 ; rate=25/min ; 746/9991 batches
[08:22:08]   +5 [partial_knowledge] ; total=3735 ; rate=25/min ; 747/9991 batches
[08:22:27]   +5 [partial_knowledge] ; total=3740 ; rate=25/min ; 748/9991 batches
[08:22:46]   +5 [partial_knowledge] ; total=3745 ; rate=25/min ; 749/9991 batches
[08:22:49]   +5 [partial_knowledge] ; total=3750 ; rate=25/min ; 750/9991 batches
[08:22:56]   +5 [partial_knowledge] ; total=3755 ; rate=25/min ; 751/9991 batches
[08:23:20]   +5 [partial_knowledge] ; total=3760 ; rate=25/min ; 752/9991 batches
[08:23:37]   +5 [partial_knowledge] ; total=3765 ; rate=25/min ; 753/9991 batches
[08:23:39]   +5 [partial_knowledge] ; total=3770 ; rate=25/min ; 754/9991 batches
[08:23:42]   +5 [partial_knowledge] ; total=3775 ; rate=25/min ; 755/9991 batches
[08:24:01]   +5 [partial_knowledge] ; total=3780 ; rate=25/min ; 756/9991 batches
[08:24:22]   +5 [partial_knowledge] ; total=3785 ; rate=25/min ; 757/9991 batches
[08:24:24]   +5 [partial_knowledge] ; total=3790 ; rate=25/min ; 758/9991 batches
[08:24:34]   +5 [partial_knowledge] ; total=3795 ; rate=25/min ; 759/9991 batches
[08:24:50]   +5 [partial_knowledge] ; total=3800 ; rate=25/min ; 760/9991 batches
[08:25:12]   +5 [partial_knowledge] ; total=3805 ; rate=25/min ; 761/9991 batches
[08:25:12]   +5 [partial_knowledge] ; total=3810 ; rate=25/min ; 762/9991 batches
[08:25:28]   +5 [partial_knowledge] ; total=3815 ; rate=25/min ; 763/9991 batches
[08:25:33]   +5 [partial_knowledge] ; total=3820 ; rate=25/min ; 764/9991 batches
[08:25:57]   +5 [partial_knowledge] ; total=3825 ; rate=25/min ; 765/9991 batches
[08:26:03]   +5 [partial_knowledge] ; total=3830 ; rate=25/min ; 766/9991 batches
[08:26:14]   +5 [partial_knowledge] ; total=3835 ; rate=25/min ; 767/9991 batches
[08:26:17]   +5 [partial_knowledge] ; total=3840 ; rate=25/min ; 768/9991 batches
[08:26:41]   +5 [partial_knowledge] ; total=3845 ; rate=25/min ; 769/9991 batches
[08:26:55]   +5 [partial_knowledge] ; total=3850 ; rate=25/min ; 770/9991 batches
[08:26:55]   +5 [partial_knowledge] ; total=3855 ; rate=25/min ; 771/9991 batches
[08:27:06]   +5 [partial_knowledge] ; total=3860 ; rate=25/min ; 772/9991 batches
[08:27:27]   +5 [partial_knowledge] ; total=3865 ; rate=25/min ; 773/9991 batches
[08:27:42]   +5 [partial_knowledge] ; total=3870 ; rate=25/min ; 774/9991 batches
[08:27:51]   +5 [partial_knowledge] ; total=3875 ; rate=25/min ; 775/9991 batches
[08:27:56]   +5 [partial_knowledge] ; total=3880 ; rate=25/min ; 776/9991 batches
[08:28:12]   +5 [partial_knowledge] ; total=3885 ; rate=25/min ; 777/9991 batches
[08:28:29]   +5 [partial_knowledge] ; total=3890 ; rate=25/min ; 778/9991 batches
[08:28:36]   +5 [partial_knowledge] ; total=3895 ; rate=25/min ; 779/9991 batches
[08:28:41]   +5 [partial_knowledge] ; total=3900 ; rate=25/min ; 780/9991 batches
[08:29:05]   +5 [partial_knowledge] ; total=3905 ; rate=25/min ; 781/9991 batches
[08:29:14]   +5 [partial_knowledge] ; total=3910 ; rate=25/min ; 782/9991 batches
[08:29:20]   +5 [partial_knowledge] ; total=3915 ; rate=25/min ; 783/9991 batches
[08:29:29]   +5 [partial_knowledge] ; total=3920 ; rate=25/min ; 784/9991 batches
[08:29:53]   +5 [partial_knowledge] ; total=3925 ; rate=25/min ; 785/9991 batches
[08:30:03]   +5 [partial_knowledge] ; total=3930 ; rate=25/min ; 786/9991 batches
[08:30:05]   +5 [partial_knowledge] ; total=3935 ; rate=25/min ; 787/9991 batches
[08:30:19]   +5 [partial_knowledge] ; total=3940 ; rate=25/min ; 788/9991 batches
[08:30:38]   +5 [partial_knowledge] ; total=3945 ; rate=25/min ; 789/9991 batches
[08:30:43]   +5 [partial_knowledge] ; total=3950 ; rate=25/min ; 790/9991 batches
[08:30:53]   +5 [partial_knowledge] ; total=3955 ; rate=25/min ; 791/9991 batches
[08:31:05]   +5 [partial_knowledge] ; total=3960 ; rate=25/min ; 792/9991 batches
[08:31:22]   +5 [partial_knowledge] ; total=3965 ; rate=25/min ; 793/9991 batches
[08:31:32]   +5 [partial_knowledge] ; total=3970 ; rate=25/min ; 794/9991 batches
[08:31:37]   +5 [partial_knowledge] ; total=3975 ; rate=25/min ; 795/9991 batches
[08:31:53]   +5 [partial_knowledge] ; total=3980 ; rate=25/min ; 796/9991 batches
[08:32:06]   +5 [partial_knowledge] ; total=3985 ; rate=25/min ; 797/9991 batches
[08:32:14]   +5 [partial_knowledge] ; total=3990 ; rate=25/min ; 798/9991 batches
[08:32:27]   +5 [partial_knowledge] ; total=3995 ; rate=25/min ; 799/9991 batches
[08:32:47]   +5 [partial_knowledge] ; total=4000 ; rate=25/min ; 800/9991 batches
[08:32:52]   +5 [partial_knowledge] ; total=4005 ; rate=25/min ; 801/9991 batches
[08:33:03]   +5 [partial_knowledge] ; total=4010 ; rate=25/min ; 802/9991 batches
[08:33:08]   +5 [partial_knowledge] ; total=4015 ; rate=25/min ; 803/9991 batches
[08:33:42]   +5 [partial_knowledge] ; total=4020 ; rate=25/min ; 804/9991 batches
[08:33:43]   +5 [partial_knowledge] ; total=4025 ; rate=25/min ; 805/9991 batches
[08:33:43]   +5 [partial_knowledge] ; total=4030 ; rate=25/min ; 806/9991 batches
[08:33:53]   +5 [partial_knowledge] ; total=4035 ; rate=25/min ; 807/9991 batches
[08:34:30]   +5 [partial_knowledge] ; total=4040 ; rate=25/min ; 808/9991 batches
[08:34:32]   +5 [partial_knowledge] ; total=4045 ; rate=25/min ; 809/9991 batches
[08:34:34]   +5 [partial_knowledge] ; total=4050 ; rate=25/min ; 810/9991 batches
[08:34:39]   +5 [partial_knowledge] ; total=4055 ; rate=25/min ; 811/9991 batches
[08:35:18]   +5 [partial_knowledge] ; total=4060 ; rate=25/min ; 812/9991 batches
[08:35:22]   +5 [partial_knowledge] ; total=4065 ; rate=25/min ; 813/9991 batches
[08:35:23]   +5 [partial_knowledge] ; total=4070 ; rate=25/min ; 814/9991 batches
[08:35:23]   +5 [partial_knowledge] ; total=4075 ; rate=25/min ; 815/9991 batches
[08:36:06]   +5 [partial_knowledge] ; total=4080 ; rate=25/min ; 816/9991 batches
[08:36:08]   +5 [partial_knowledge] ; total=4085 ; rate=25/min ; 817/9991 batches
[08:36:08]   +5 [partial_knowledge] ; total=4090 ; rate=25/min ; 818/9991 batches
[08:36:13]   +5 [partial_knowledge] ; total=4095 ; rate=25/min ; 819/9991 batches
[08:36:54]   +5 [partial_knowledge] ; total=4100 ; rate=25/min ; 820/9991 batches
[08:36:56]   +5 [partial_knowledge] ; total=4105 ; rate=25/min ; 821/9991 batches
[08:36:59]   +5 [partial_knowledge] ; total=4110 ; rate=25/min ; 822/9991 batches
[08:37:00]   +5 [partial_knowledge] ; total=4115 ; rate=25/min ; 823/9991 batches
[08:37:39]   +5 [partial_knowledge] ; total=4120 ; rate=25/min ; 824/9991 batches
[08:37:42]   +5 [partial_knowledge] ; total=4125 ; rate=25/min ; 825/9991 batches
[08:37:44]   +5 [partial_knowledge] ; total=4130 ; rate=25/min ; 826/9991 batches
[08:37:53]   +5 [partial_knowledge] ; total=4135 ; rate=25/min ; 827/9991 batches
[08:38:26]   +5 [partial_knowledge] ; total=4140 ; rate=25/min ; 828/9991 batches
[08:38:26]   +5 [partial_knowledge] ; total=4145 ; rate=25/min ; 829/9991 batches
[08:38:30]   +5 [partial_knowledge] ; total=4150 ; rate=25/min ; 830/9991 batches
[08:38:43]   +5 [partial_knowledge] ; total=4155 ; rate=25/min ; 831/9991 batches
