[05:54:42] === bulk seed generation starting (target=60000, workers=4, batch=5) ===
[05:54:42] existing accepted seeds: 10045 | {'partial_knowledge': 7500, 'matter_file_grounded': 2545}
[05:54:42] prepared 9991 batches across categories
[05:55:25]   +5 [partial_knowledge] ; total=5 ; rate=7/min ; 1/9991 batches
[08:54:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:21]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:54:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:55:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:56:44]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:25]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:57:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:27]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:58:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[08:59:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:00:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:01:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:02:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:13]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:03:54]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:04:54]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:35]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:05:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:16]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:06:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:18]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:07:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:08:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:27]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:09:40]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:21]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:10:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:29]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:11:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:44]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:12:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:25]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:13:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:13]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:14:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:07]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:15:48]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:08]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:29]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:49]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:16:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:10]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:30]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:17:51]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:18]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:32]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:18:59]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:12]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:33]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:40]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:19:53]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:14]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:34]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:20:55]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:15]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:35]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:36]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:21:56]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:16]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:37]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:22:57]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:17]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:38]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:23:58]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:19]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:24:39]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:00]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:06]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:20]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:41]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:25:47]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:01]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:22]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:28]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:26:42]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:02]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:03]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:09]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:23]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:43]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:44]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:27:50]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:28:04]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:28:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:28:24]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:28:31]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:28:45]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:05]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:11]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:26]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:46]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:29:52]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:30:07]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
[09:30:27]   FAIL [partial_knowledge]: empty_or_unparseable_after_retry
